Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Att,Att,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Rush_Att,Rush_Yds,Rush_Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Opp_Rush_Att,Opp_Rush_Yds,Y/A,TD,Rush,Pass,Tot,TO
933,ARI,2023-09-10,2023,16,20,78.7,1,3.62,3.82,28:36,71.4,25,28,Sun,1,1,@,WAS,L 16-20,16,20,-4,36,21,30,9,70.0,114,0,0,0.0,0.0,78.7,3,18,9.09,3.8,3.45,3.80,3.45,5.4,25,96,3.8,0,210,58,3.62,65,3.82,2,28:36,3:08,19,31,61.3,156,1,6,46,1,71.4,28,92,3.3,1,4,-42,-38,1
934,WAS,2023-09-10,2023,20,16,77.6,-1,3.82,3.62,31:24,76.2,28,25,Sun,1,1,,ARI,W 20-16,20,16,4,36,19,31,12,61.3,156,1,1,3.2,3.2,77.6,6,46,16.22,5.0,4.22,4.23,3.54,8.2,28,92,3.3,1,248,65,3.82,58,3.62,3,31:24,3:08,21,30,70.0,114,0,3,18,0,76.2,25,96,3.8,0,-4,42,38,-1
935,DET,2023-09-07,2023,21,20,94.1,0,5.26,5.10,32:38,77.5,34,23,Thu,1,1,@,KAN,W 21-20,21,20,1,41,22,35,13,62.9,250,1,0,2.9,0.0,94.1,1,3,2.78,7.1,6.94,7.71,7.50,11.4,34,118,3.5,1,368,70,5.26,62,5.10,1,32:38,3:02,21,39,53.8,226,2,0,0,1,77.5,23,90,3.9,0,28,24,52,0
936,KAN,2023-09-07,2023,20,21,77.5,0,5.10,5.26,27:22,93.7,23,34,Thu,1,1,,DET,L 20-21,20,21,-1,41,21,39,18,53.8,226,2,1,5.1,2.6,77.5,0,0,0.00,5.8,5.79,5.67,5.67,10.8,23,90,3.9,0,316,62,5.10,70,5.26,1,27:22,3:02,22,35,62.9,250,1,1,3,0,93.7,34,118,3.5,1,-28,-24,-52,0
937,ATL,2023-01-08,2022,30,17,108.2,0,5.70,4.11,34:49,92.3,35,20,Sun,17,18,,TAM,W 30-17,30,17,13,47,19,30,11,63.3,208,2,0,6.7,0.0,108.2,2,16,6.25,6.9,6.50,8.27,7.75,10.9,35,174,5.0,1,382,67,5.70,54,4.11,1,34:49,2:50,22,34,64.7,136,2,0,0,0,92.3,20,86,4.3,0,88,72,160,0
938,TAM,2023-01-08,2022,17,30,92.3,0,4.11,5.70,25:11,106.0,20,35,Sun,17,18,@,ATL,L 17-30,17,30,-13,47,22,34,12,64.7,136,2,0,5.9,0.0,92.3,0,0,0.00,4.0,4.00,5.18,5.18,6.2,20,86,4.3,0,222,54,4.11,67,5.70,1,25:11,2:50,19,30,63.3,208,2,2,16,0,106.0,35,174,5.0,1,-88,-72,-160,0
939,BUF,2023-01-08,2022,35,23,106.1,0,5.64,5.33,27:23,74.4,25,23,Sun,16,18,,NWE,W 35-23,35,23,12,58,19,31,12,61.3,237,3,1,9.7,3.2,106.1,2,17,6.06,7.6,7.18,8.13,7.64,12.5,25,90,3.6,0,327,58,5.64,64,5.33,3,27:23,3:08,26,40,65.0,234,3,1,9,3,74.4,23,107,4.7,0,-17,3,-14,0
940,NWE,2023-01-08,2022,23,35,75.3,0,5.33,5.64,32:37,103.8,23,25,Sun,17,18,@,BUF,L 23-35,23,35,-12,58,26,40,14,65.0,234,3,3,7.5,7.5,75.3,1,9,2.44,5.9,5.71,3.98,3.88,9.0,23,107,4.7,0,341,64,5.33,58,5.64,3,32:37,3:08,19,31,61.3,237,3,2,17,1,103.8,25,90,3.6,0,17,-3,14,0
941,CHI,2023-01-08,2022,13,29,46.4,0,5.18,6.79,23:24,107.2,22,38,Sun,17,18,,MIN,L 13-29,13,29,-16,42,13,27,14,48.1,141,1,2,3.7,7.4,46.4,1,6,3.57,5.2,5.04,2.63,2.54,10.8,22,118,5.4,1,259,50,5.18,71,6.79,2,23:24,2:56,28,33,84.8,341,1,0,0,1,107.2,38,141,3.7,2,-23,-200,-223,0
942,MIN,2023-01-08,2022,29,13,107.2,0,6.79,5.18,36:36,45.4,38,22,Sun,17,18,@,CHI,W 29-13,29,13,16,42,28,33,5,84.8,341,1,1,3.0,3.0,107.2,0,0,0.00,10.3,10.33,9.58,9.58,12.2,38,141,3.7,2,482,71,6.79,50,5.18,2,36:36,2:56,13,27,48.1,141,1,1,6,2,45.4,22,118,5.4,1,23,200,223,0
943,CIN,2023-01-08,2022,27,16,81.0,3,4.02,5.15,31:19,45.3,20,27,Sun,16,18,,BAL,W 27-16,27,16,11,43,25,42,17,59.5,202,1,0,2.4,0.0,81.0,2,13,4.55,4.8,4.59,5.29,5.05,8.1,20,55,2.8,1,257,64,4.02,75,5.15,1,31:19,3:22,19,44,43.2,276,0,4,10,2,45.3,27,110,4.1,1,-55,-74,-129,3
944,BAL,2023-01-08,2022,16,27,46.2,-3,5.15,4.02,28:41,79.7,27,20,Sun,17,18,@,CIN,L 16-27,16,27,-11,43,19,44,25,43.2,276,0,2,0.0,4.5,46.2,4,10,8.33,6.3,5.75,4.23,3.88,14.5,27,110,4.1,1,386,75,5.15,64,4.02,4,28:41,3:22,25,42,59.5,202,1,2,13,0,79.7,20,55,2.8,1,55,74,129,-3
945,IND,2023-01-08,2022,31,32,77.0,0,5.69,5.63,33:53,87.6,33,23,Sun,17,18,,HOU,L 31-32,31,32,-1,63,23,35,12,65.7,202,2,2,5.7,5.7,77.0,2,7,5.41,5.8,5.46,4.34,4.11,8.8,33,196,5.9,1,398,70,5.69,64,5.63,3,33:53,3:09,24,40,60.0,301,3,1,10,2,87.6,23,59,2.6,0,137,-99,38,0
946,HOU,2023-01-08,2022,32,31,88.6,0,5.63,5.69,26:07,76.1,23,33,Sun,17,18,@,IND,W 32-31,32,31,1,63,24,40,16,60.0,301,3,2,7.5,5.0,88.6,1,10,2.44,7.5,7.34,6.78,6.61,12.5,23,59,2.6,0,360,64,5.63,70,5.69,3,26:07,3:09,23,35,65.7,202,2,2,7,2,76.1,33,196,5.9,1,-137,99,-38,0
947,DEN,2023-01-08,2022,31,28,118.6,0,7.60,5.25,31:03,109.4,36,22,Sun,17,18,,LAC,W 31-28,31,28,3,59,13,24,11,54.2,266,3,1,12.5,4.2,118.6,2,17,7.69,11.1,10.23,11.71,10.81,20.5,36,205,5.7,1,471,62,7.60,67,5.25,2,31:03,3:03,30,44,68.2,293,3,1,5,0,109.4,22,59,2.7,0,146,-27,119,0
948,LAC,2023-01-08,2022,28,31,109.8,0,5.25,7.60,28:57,115.6,22,36,Sun,17,18,@,DEN,L 28-31,28,31,-3,59,30,44,14,68.2,293,3,0,6.8,0.0,109.8,1,5,2.22,6.7,6.51,8.02,7.84,9.8,22,59,2.7,0,352,67,5.25,62,7.60,2,28:57,3:03,13,24,54.2,266,3,2,17,1,115.6,36,205,5.7,1,-146,27,-119,0
949,DET,2023-01-08,2022,20,16,85.9,2,5.38,5.11,27:45,80.5,25,28,Sun,17,18,@,GNB,W 20-16,20,16,4,36,23,34,11,67.6,219,0,0,0.0,0.0,85.9,1,5,2.86,6.4,6.26,6.44,6.26,9.5,25,104,4.2,2,323,60,5.38,57,5.11,0,27:45,2:59,17,27,63.0,188,1,2,17,1,80.5,28,103,3.7,0,1,31,32,2
950,GNB,2023-01-08,2022,16,20,83.1,-2,5.11,5.38,32:15,85.3,28,25,Sun,17,18,,DET,L 16-20,16,20,-4,36,17,27,10,63.0,188,1,1,3.7,3.7,83.1,2,17,6.90,7.0,6.48,6.04,5.62,11.1,28,103,3.7,0,291,57,5.11,60,5.38,2,32:15,2:59,23,34,67.6,219,0,1,5,0,85.3,25,104,4.2,2,-1,-31,-32,-2
951,MIA,2023-01-08,2022,11,6,76.3,0,4.72,3.53,35:25,66.4,32,20,Sun,17,18,,NYJ,W 11-6,11,6,5,17,20,31,11,64.5,140,0,0,0.0,0.0,76.3,1,12,3.13,4.5,4.38,4.52,4.38,7.0,32,162,5.1,0,302,64,4.72,53,3.53,0,35:25,2:59,18,33,54.5,149,0,0,0,0,66.4,20,38,1.9,0,124,-9,115,0
952,NYJ,2023-01-08,2022,6,11,66.4,0,3.53,4.72,24:35,74.7,20,32,Sun,17,18,@,MIA,L 6-11,6,11,-5,17,18,33,15,54.5,149,0,0,0.0,0.0,66.4,0,0,0.00,4.5,4.52,4.52,4.52,8.3,20,38,1.9,0,187,53,3.53,64,4.72,0,24:35,2:59,20,31,64.5,140,0,1,12,0,74.7,32,162,5.1,0,-124,9,-115,0
953,CAR,2023-01-08,2022,10,7,2.8,-1,3.50,5.24,30:55,92.2,41,32,Sun,17,18,@,NOR,W 10-7,10,7,3,17,5,15,10,33.3,32,0,2,0.0,13.3,2.8,2,11,11.76,2.1,1.88,-3.87,-3.41,6.4,41,171,4.2,0,203,58,3.50,58,5.24,2,30:55,2:43,15,25,60.0,161,1,1,10,0,92.2,32,143,4.5,0,28,-129,-101,-1
954,NOR,2023-01-08,2022,7,10,93.9,1,5.24,3.50,29:05,2.8,32,41,Sun,17,18,,CAR,L 7-10,7,10,-3,17,15,25,10,60.0,161,1,0,4.0,0.0,93.9,1,10,3.85,6.4,6.19,7.24,6.96,10.7,32,143,4.5,0,304,58,5.24,58,3.50,1,29:05,2:43,5,15,33.3,32,0,2,11,2,2.8,41,171,4.2,0,-28,129,101,1
955,NYG,2023-01-08,2022,16,22,75.8,1,4.51,4.75,28:34,62.4,21,34,Sun,17,18,@,PHI,L 16-22,16,22,-6,38,23,40,17,57.5,155,1,0,2.5,0.0,75.8,2,13,4.76,3.9,3.69,4.38,4.17,6.7,21,129,6.1,1,284,63,4.51,72,4.75,0,28:34,2:57,20,35,57.1,207,0,3,22,1,62.4,34,135,4.0,1,-6,-52,-58,1
956,PHI,2023-01-08,2022,22,16,65.1,-1,4.75,4.51,31:26,74.5,34,21,Sun,17,18,,NYG,W 22-16,22,16,6,38,20,35,15,57.1,207,0,1,0.0,2.9,65.1,3,22,7.89,5.9,5.45,4.63,4.26,10.4,34,135,4.0,1,342,72,4.75,63,4.51,1,31:26,2:57,23,40,57.5,155,1,2,13,0,74.5,21,129,6.1,1,6,52,58,-1
957,CLE,2023-01-08,2022,14,28,84.0,-1,5.29,4.97,29:04,78.1,22,37,Sun,17,18,@,PIT,L 14-28,14,28,-14,42,19,29,10,65.5,173,2,2,6.9,6.9,84.0,7,57,19.44,6.0,4.81,4.24,3.42,9.1,22,134,6.1,0,307,58,5.29,67,4.97,2,29:04,3:04,13,29,44.8,189,1,1,6,0,78.1,37,144,3.9,2,-10,-16,-26,-1
958,PIT,2023-01-08,2022,28,14,79.0,1,4.97,5.29,30:56,75.8,37,22,Sun,17,18,,CLE,W 28-14,28,14,14,42,13,29,16,44.8,189,1,0,3.4,0.0,79.0,1,6,3.33,6.5,6.30,7.21,6.97,14.5,37,144,3.9,2,333,67,4.97,58,5.29,1,30:56,3:04,19,29,65.5,173,2,7,57,2,75.8,22,134,6.1,0,10,16,26,1
959,LAR,2023-01-08,2022,16,19,51.3,1,4.56,5.74,29:55,64.6,28,36,Sun,17,18,@,SEA,L 16-19 (OT),16,19,-3,35,13,26,13,50.0,123,0,1,0.0,3.8,51.3,5,24,16.13,4.7,3.97,3.00,2.52,9.5,28,146,5.2,1,269,59,4.56,70,5.74,1,29:55,3:07,19,31,61.3,205,1,3,8,2,64.6,36,197,5.5,0,-51,-82,-133,1
960,SEA,2023-01-08,2022,19,16,65.7,-1,5.74,4.56,35:31,47.4,36,28,Sun,17,18,,LAR,W 19-16 (OT),19,16,3,35,19,31,12,61.3,205,1,2,3.2,6.5,65.7,3,8,8.82,6.6,6.03,4.35,3.97,10.8,36,197,5.5,0,402,70,5.74,59,4.56,2,35:31,3:07,13,26,50.0,123,0,5,24,1,47.4,28,146,5.2,1,51,82,133,-1
961,ARI,2023-01-08,2022,13,38,68.8,-4,5.10,5.10,25:46,133.7,20,37,Sun,17,18,@,SFO,L 13-38,13,38,-25,51,20,27,7,74.1,194,1,3,3.7,11.1,68.8,3,15,10.00,7.2,6.47,2.93,2.63,9.7,20,61,3.1,1,255,50,5.10,61,5.10,4,25:46,2:52,15,20,75.0,142,3,4,36,0,133.7,37,169,4.6,2,-108,52,-56,-4
962,SFO,2023-01-08,2022,38,13,141.2,4,5.10,5.10,34:14,66.5,37,20,Sun,17,18,,ARI,W 38-13,38,13,25,51,15,20,5,75.0,142,3,0,15.0,0.0,141.2,4,36,16.67,7.1,5.92,10.10,8.42,9.5,37,169,4.6,2,311,61,5.10,50,5.10,0,34:14,2:52,20,27,74.1,194,1,3,15,3,66.5,20,61,3.1,1,108,-52,56,4
963,DAL,2023-01-08,2022,6,26,44.6,-1,2.76,4.90,23:48,80.6,27,41,Sun,17,18,@,WAS,L 6-26,6,26,-20,32,14,38,24,36.8,118,1,1,2.6,2.6,44.6,1,10,2.56,3.1,3.03,2.45,2.38,8.4,27,64,2.4,0,182,66,2.76,63,4.90,2,23:48,3:03,11,19,57.9,158,1,3,11,1,80.6,41,151,3.7,1,-87,-40,-127,-1
964,WAS,2023-01-08,2022,26,6,83.0,1,4.90,2.76,36:12,43.5,41,27,Sun,17,18,,DAL,W 26-6,26,6,20,32,11,19,8,57.9,158,1,1,5.3,5.3,83.0,3,11,13.64,8.3,7.18,7.00,6.05,14.4,41,151,3.7,1,309,63,4.90,66,2.76,1,36:12,3:03,14,38,36.8,118,1,1,10,1,43.5,27,64,2.4,0,87,40,127,1
965,JAX,2023-01-07,2022,20,16,92.2,1,4.72,4.33,23:48,80.4,14,39,Sat,17,18,,TEN,W 20-16,20,16,4,36,20,32,12,62.5,203,1,0,3.1,0.0,92.2,1,9,3.03,6.3,6.15,6.97,6.76,10.2,14,19,1.4,0,222,47,4.72,72,4.33,1,23:48,2:54,20,29,69.0,165,1,4,14,1,80.4,39,147,3.8,0,-128,38,-90,1
966,TEN,2023-01-07,2022,16,20,82.4,-1,4.33,4.72,36:12,91.0,39,14,Sat,17,18,@,JAX,L 16-20,16,20,-4,36,20,29,9,69.0,165,1,1,3.4,3.4,82.4,4,14,12.12,5.7,5.00,4.83,4.24,8.3,39,147,3.8,0,312,72,4.33,47,4.72,2,36:12,2:54,20,32,62.5,203,1,1,9,0,91.0,14,19,1.4,0,128,-38,90,-1
967,KAN,2023-01-07,2022,31,13,105.0,2,6.23,4.16,25:47,71.5,28,25,Sat,17,18,@,LVR,W 31-13,31,13,18,44,18,26,8,69.2,181,1,0,3.8,0.0,105.0,2,21,7.14,7.0,6.46,7.73,7.18,10.1,28,168,6.0,3,349,56,6.23,67,4.16,0,25:47,2:50,22,36,61.1,180,1,6,39,1,71.5,25,99,4.0,0,69,1,70,2
968,LVR,2023-01-07,2022,13,31,76.0,-2,4.16,6.23,34:13,101.6,25,28,Sat,17,18,,KAN,L 13-31,13,31,-18,44,22,36,14,61.1,180,1,1,2.8,2.8,76.0,6,39,14.29,5.0,4.29,4.31,3.69,8.2,25,99,4.0,0,279,67,4.16,56,6.23,2,34:13,2:50,18,26,69.2,181,1,2,21,0,101.6,28,168,6.0,3,-69,-1,-70,-2
969,ATL,2023-01-01,2022,20,19,90.1,-1,4.89,4.91,32:24,82.6,34,27,Sun,16,17,,ARI,W 20-19,20,19,1,39,19,26,7,73.1,166,0,0,0.0,0.0,90.1,1,3,3.70,6.4,6.15,6.38,6.15,8.7,34,132,3.9,2,298,61,4.89,69,4.91,1,32:24,2:56,24,40,60.0,213,1,2,9,0,82.6,27,126,4.7,0,6,-47,-41,-1
970,ARI,2023-01-01,2022,19,20,83.5,1,4.91,4.89,27:36,89.6,27,34,Sun,16,17,@,ATL,L 19-20,19,20,-1,39,24,40,16,60.0,213,1,0,2.5,0.0,83.5,2,9,4.76,5.3,5.07,5.83,5.55,8.9,27,126,4.7,0,339,69,4.91,61,4.89,0,27:36,2:56,19,26,73.1,166,0,1,3,0,89.6,34,132,3.9,2,-6,47,41,1
971,CHI,2023-01-01,2022,10,41,40.8,-2,4.60,7.20,24:17,131.2,22,39,Sun,16,17,@,DET,L 10-41,10,41,-31,51,7,21,14,33.3,30,1,1,4.8,4.8,40.8,7,45,25.00,1.4,1.07,0.24,0.18,4.3,22,200,9.1,0,230,50,4.60,70,7.20,2,24:17,2:54,21,29,72.4,239,3,2,16,0,131.2,39,265,6.8,2,-65,-209,-274,-2
972,DET,2023-01-01,2022,41,10,133.5,2,7.20,4.60,35:43,38.4,39,22,Sun,16,17,,CHI,W 41-10,41,10,31,51,21,29,8,72.4,239,3,0,10.3,0.0,133.5,2,16,6.45,8.2,7.71,10.31,9.65,11.4,39,265,6.8,2,504,70,7.20,50,4.60,0,35:43,2:54,7,21,33.3,30,1,7,45,1,38.4,22,200,9.1,0,65,209,274,2
973,GNB,2023-01-01,2022,41,17,92.8,4,5.16,6.07,34:04,66.8,33,20,Sun,16,17,,MIN,W 41-17,41,17,24,58,17,27,10,63.0,152,1,0,3.7,0.0,92.8,1,16,3.57,5.6,5.43,6.37,6.14,8.9,33,163,4.9,2,315,61,5.16,57,6.07,0,34:04,2:54,22,35,62.9,244,2,2,18,3,66.8,20,102,5.1,0,61,-92,-31,4
974,MIN,2023-01-01,2022,17,41,69.0,-4,6.07,5.16,25:56,90.4,20,33,Sun,16,17,@,GNB,L 17-41,17,41,-24,58,22,35,13,62.9,244,2,3,5.7,8.6,69.0,2,18,5.41,7.0,6.59,4.26,4.03,11.1,20,102,5.1,0,346,57,6.07,61,5.16,4,25:56,2:54,17,27,63.0,152,1,1,16,0,90.4,33,163,4.9,2,-61,92,31,-4
975,HOU,2023-01-01,2022,3,31,69.4,1,4.13,5.62,30:30,60.7,21,29,Sun,16,17,,JAX,L 3-31,3,31,-28,34,25,44,19,56.8,193,0,0,0.0,0.0,69.4,2,18,4.35,4.4,4.20,4.39,4.20,7.7,21,84,4.0,0,277,67,4.13,60,5.62,1,30:30,2:54,22,29,75.9,168,0,2,13,2,60.7,29,169,5.8,3,-85,25,-60,1
976,JAX,2023-01-01,2022,31,3,62.6,-1,5.62,4.13,29:30,67.7,29,21,Sun,16,17,@,HOU,W 31-3,31,3,28,34,22,29,7,75.9,168,0,2,0.0,6.9,62.6,2,13,6.45,5.8,5.42,2.69,2.52,7.6,29,169,5.8,3,337,60,5.62,67,4.13,2,29:30,2:54,25,44,56.8,193,0,2,18,0,67.7,21,84,4.0,0,85,-25,60,-1
977,DEN,2023-01-01,2022,24,27,81.3,0,4.65,6.45,33:06,106.1,24,16,Sun,16,17,@,KAN,L 24-27,24,27,-3,51,26,38,12,68.4,190,1,1,2.6,2.6,81.3,4,32,9.52,5.0,4.52,4.34,3.93,7.3,24,117,4.9,2,307,66,4.65,58,6.45,2,33:06,3:04,29,42,69.0,328,3,0,0,1,106.1,16,46,2.9,1,71,-138,-67,0
978,KAN,2023-01-01,2022,27,24,106.1,0,6.45,4.65,26:54,77.7,16,24,Sun,16,17,,DEN,W 27-24,27,24,3,51,29,42,13,69.0,328,3,1,7.1,2.4,106.1,0,0,0.00,7.8,7.81,8.17,8.17,11.3,16,46,2.9,1,374,58,6.45,66,4.65,2,26:54,3:04,26,38,68.4,190,1,4,32,1,77.7,24,117,4.9,2,-71,138,67,0
979,MIA,2023-01-01,2022,21,23,75.5,-2,4.83,4.37,33:48,94.6,27,21,Sun,16,17,@,NWE,L 21-23,21,23,-2,44,24,40,16,60.0,247,2,2,5.0,5.0,75.5,2,18,4.76,6.2,5.88,4.93,4.69,10.3,27,86,3.2,1,333,69,4.83,57,4.37,2,33:48,3:10,20,33,60.6,173,2,3,31,0,94.6,21,76,3.6,0,10,74,84,-2
980,NWE,2023-01-01,2022,23,21,98.5,2,4.37,4.83,26:12,73.6,21,27,Sun,16,17,,MIA,W 23-21,23,21,2,44,20,33,13,60.6,173,2,0,6.1,0.0,98.5,3,31,8.33,5.2,4.81,6.45,5.92,8.7,21,76,3.6,0,249,57,4.37,69,4.83,0,26:12,3:10,24,40,60.0,247,2,2,18,2,73.6,27,86,3.2,1,-10,-74,-84,2
981,IND,2023-01-01,2022,10,38,73.2,0,4.50,6.46,28:24,125.2,27,37,Sun,16,17,@,NYG,L 10-38,10,38,-28,48,17,27,10,63.0,124,1,1,3.7,3.7,73.2,2,17,6.90,4.6,4.28,3.67,3.41,7.3,27,128,4.7,0,252,56,4.50,61,6.46,1,28:24,2:42,19,24,79.2,177,2,0,0,0,125.2,37,217,5.9,2,-89,-53,-142,0
982,NYG,2023-01-01,2022,38,10,125.2,0,6.46,4.50,31:36,70.6,37,27,Sun,16,17,,IND,W 38-10,38,10,28,48,19,24,5,79.2,177,2,0,8.3,0.0,125.2,0,0,0.00,7.4,7.38,9.04,9.04,9.3,37,217,5.9,2,394,61,6.46,56,4.50,1,31:36,2:42,17,27,63.0,124,1,2,17,1,70.6,27,128,4.7,0,89,53,142,0
983,NOR,2023-01-01,2022,20,10,89.1,0,4.74,5.91,37:04,78.4,35,15,Sun,16,17,@,PHI,W 20-10,20,10,10,30,20,24,4,83.3,184,0,1,0.0,4.2,89.1,7,45,22.58,7.7,5.94,5.79,4.48,9.2,35,129,3.7,1,313,66,4.74,53,5.91,1,37:04,2:53,18,32,56.3,246,1,6,28,1,78.4,15,67,4.5,0,62,-62,0,0
984,PHI,2023-01-01,2022,10,20,82.0,0,5.91,4.74,22:56,81.3,15,35,Sun,16,17,,NOR,L 10-20,10,20,-10,30,18,32,14,56.3,246,1,1,3.1,3.1,82.0,6,28,15.79,7.7,6.47,6.91,5.82,13.7,15,67,4.5,0,313,53,5.91,66,4.74,1,22:56,2:53,20,24,83.3,184,0,7,45,1,81.3,35,129,3.7,1,-62,62,0,0
985,LVR,2023-01-01,2022,34,37,108.1,-1,7.58,7.32,32:00,95.4,32,27,Sun,16,17,,SFO,L 34-37 (OT),34,37,-3,71,23,34,11,67.6,365,3,2,8.8,5.9,108.1,0,0,0.00,10.7,10.74,9.85,9.85,15.9,32,135,4.2,1,500,66,7.58,62,7.32,2,32:00,3:24,22,35,62.9,284,2,0,0,1,95.4,27,170,6.3,2,-35,81,46,-1
986,SFO,2023-01-01,2022,37,34,95.4,1,7.32,7.58,31:07,108.1,27,32,Sun,16,17,@,LVR,W 37-34 (OT),37,34,3,71,22,35,13,62.9,284,2,1,5.7,2.9,95.4,0,0,0.00,8.1,8.11,7.97,7.97,12.9,27,170,6.3,2,454,62,7.32,66,7.58,1,31:07,3:24,23,34,67.6,365,3,0,0,2,108.1,32,135,4.2,1,35,-81,-46,1
987,PIT,2023-01-01,2022,16,13,86.7,1,5.01,4.80,34:14,77.5,41,28,Sun,16,17,@,BAL,W 16-13,16,13,3,29,15,27,12,55.6,153,1,0,3.7,0.0,86.7,2,15,6.90,5.7,5.28,6.41,5.97,10.2,41,198,4.8,0,351,70,5.01,50,4.80,0,34:14,2:51,14,21,66.7,120,1,1,10,1,77.5,28,120,4.3,0,78,33,111,1
988,BAL,2023-01-01,2022,13,16,79.5,-1,4.80,5.01,25:46,84.3,28,41,Sun,16,17,,PIT,L 13-16,13,16,-3,29,14,21,7,66.7,120,1,1,4.8,4.8,79.5,1,10,4.55,5.7,5.45,4.52,4.32,8.6,28,120,4.3,0,240,50,4.80,70,5.01,1,25:46,2:51,15,27,55.6,153,1,2,15,0,84.3,41,198,4.8,0,-78,-33,-111,-1
989,LAR,2023-01-01,2022,10,31,79.3,-1,5.77,6.95,28:08,120.2,26,31,Sun,16,17,@,LAC,L 10-31,10,31,-21,41,11,19,8,57.9,111,0,0,0.0,0.0,79.3,3,21,13.64,5.8,5.05,5.84,5.05,10.1,26,166,6.4,1,277,48,5.77,62,6.95,1,28:08,2:38,24,31,77.4,239,2,0,0,0,120.2,31,192,6.2,2,-26,-128,-154,-1
990,LAC,2023-01-01,2022,31,10,120.2,1,6.95,5.77,31:52,74.7,31,26,Sun,16,17,,LAR,W 31-10,31,10,21,41,24,31,7,77.4,239,2,0,6.5,0.0,120.2,0,0,0.00,7.7,7.71,9.00,9.00,10.0,31,192,6.2,2,431,62,6.95,48,5.77,0,31:52,2:38,11,19,57.9,111,0,3,21,0,74.7,26,166,6.4,1,26,128,154,1
991,NYJ,2023-01-01,2022,6,23,47.4,-3,4.16,4.87,26:22,98.1,17,38,Sun,16,17,@,SEA,L 6-23,6,23,-17,29,23,46,23,50.0,204,0,2,0.0,4.3,47.4,4,36,8.00,4.4,4.08,2.48,2.28,8.9,17,75,4.4,0,279,67,4.16,71,4.87,3,26:22,3:04,18,29,62.1,148,2,4,35,0,98.1,38,198,5.2,0,-123,56,-67,-3
992,SEA,2023-01-01,2022,23,6,103.1,3,4.87,4.16,33:38,44.1,38,17,Sun,16,17,,NYJ,W 23-6,23,6,17,29,18,29,11,62.1,148,2,0,6.9,0.0,103.1,4,35,12.12,5.1,4.48,6.48,5.70,8.2,38,198,5.2,0,346,71,4.87,67,4.16,0,33:38,3:04,23,46,50.0,204,0,4,36,2,44.1,17,75,4.4,0,123,-56,67,3
993,CAR,2023-01-01,2022,24,30,108.1,-2,6.56,6.55,26:50,125.3,22,25,Sun,16,17,@,TAM,L 24-30,24,30,-6,54,23,37,14,62.2,326,3,1,8.1,2.7,108.1,2,15,5.13,8.8,8.36,9.22,8.74,14.2,22,74,3.4,0,400,61,6.56,73,6.55,3,26:50,3:20,34,45,75.6,411,3,3,21,0,125.3,25,67,2.7,1,7,-85,-78,-2
994,TAM,2023-01-01,2022,30,24,127.3,2,6.55,6.56,33:10,106.4,25,22,Sun,16,17,,CAR,W 30-24,30,24,6,54,34,45,11,75.6,411,3,0,6.7,0.0,127.3,3,21,6.25,9.1,8.56,10.47,9.81,12.1,25,67,2.7,1,478,73,6.55,61,6.56,1,33:10,3:20,23,37,62.2,326,3,2,15,1,106.4,22,74,3.4,0,-7,85,78,2
995,CLE,2023-01-01,2022,24,10,122.5,3,5.68,3.82,26:28,28.6,30,37,Sun,16,17,@,WAS,W 24-10,24,10,14,34,9,18,9,50.0,155,3,0,16.7,0.0,122.5,5,14,21.74,8.6,6.74,11.94,9.35,17.2,30,146,4.9,0,301,53,5.68,68,3.82,0,26:28,2:49,16,28,57.1,124,0,3,19,3,28.6,37,136,3.7,1,10,31,41,3
996,WAS,2023-01-01,2022,10,24,31.4,-3,3.82,5.68,33:32,119.2,37,30,Sun,16,17,,CLE,L 10-24,10,24,-14,34,16,28,12,57.1,124,0,3,0.0,10.7,31.4,3,19,9.68,4.4,4.00,-0.39,-0.35,7.8,37,136,3.7,1,260,68,3.82,53,5.68,3,33:32,2:49,9,18,50.0,155,3,5,14,0,119.2,30,146,4.9,0,-10,-31,-41,-3
997,DAL,2022-12-29,2022,27,13,85.6,-1,4.88,4.88,33:26,66.2,32,24,Thu,16,17,@,TEN,W 27-13,27,13,14,40,29,41,12,70.7,274,2,2,4.9,4.9,85.6,1,8,2.38,6.7,6.52,5.46,5.33,9.4,32,87,2.7,1,361,74,4.88,65,4.88,3,33:26,3:02,20,39,51.3,220,1,2,12,1,66.2,24,97,4.0,0,-10,54,44,-1
998,TEN,2022-12-29,2022,13,27,67.5,1,4.88,4.88,26:34,84.8,24,32,Thu,16,17,,DAL,L 13-27,13,27,-14,40,20,39,19,51.3,220,1,1,2.6,2.6,67.5,2,12,4.88,5.6,5.37,5.00,4.76,11.0,24,97,4.0,0,317,65,4.88,74,4.88,2,26:34,3:02,29,41,70.7,274,2,1,8,2,84.8,32,87,2.7,1,10,-54,-44,1
